key,comp_level,set_number,match_number,team_key,r1,r2,r3,b1,b2,b3,alliance,scouterName,a_startPos,a_hit_robot,a_Climb,a_sideClimb,a_scoringTime,a_scoringTime_segments,a_ferryTime,a_ferryTime_segments,a_planner,a_hit_fieldPart,time_broken,t_scoringTime,t_scoringTime_segments,t_NZferryTime,t_NZferryTime_segments,t_OZferryTime,t_OZferryTime_segments,time_beached,end_Climb,end_sideClimb,defense_NZ,defense_AZ,defense_OZ,defense_bumpTrench,defense_skill,drive_skill,alliance_rank,a_Notes,active_Notes,inactive_Notes,ba_redscore,ba_score,ba_bluescore,ba_winning_alliance,ba_adjustPoints,ba_autoTowerPoints,ba_autoTowerRobot1,ba_autoTowerRobot2,ba_autoTowerRobot3,ba_endGameTowerPoints,ba_endGameTowerRobot1,ba_endGameTowerRobot2,ba_endGameTowerRobot3,ba_energizedAchieved,ba_foulPoints,ba_g206Penalty,ba_majorFoulCount,ba_minorFoulCount,ba_penalties,ba_rp,ba_superchargedAchieved,ba_totalAutoPoints,ba_totalPoints,ba_totalTeleopPoints,ba_totalTowerPoints,ba_traversalAchieved
2026pncmp_qm2,qm,1,2,frc3674,frc955,frc4469,frc10079,frc1294,frc3674,frc4131,blue,Hendrix D,depotWall1,0,0,0,5.601,"{""version"":1,""segments"":[{""start"":1775767381963,""stop"":1775767383816},{""start"":1775767384935,""stop"":1775767385359},{""start"":1775767392386,""stop"":1775767395710}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,0,33.643,"{""version"":1,""segments"":[{""start"":1775767404580,""stop"":1775767404669},{""start"":1775767405094,""stop"":1775767406162},{""start"":1775767418288,""stop"":1775767419792},{""start"":1775767420262,""stop"":1775767421525},{""start"":1775767426779,""stop"":1775767431496},{""start"":1775767458326,""stop"":1775767460015},{""start"":1775767460353,""stop"":1775767465048},{""start"":1775767472159,""stop"":1775767478324},{""start"":1775767481248,""stop"":1775767482642},{""start"":1775767509558,""stop"":1775767510918},{""start"":1775767511525,""stop"":1775767512719},{""start"":1775767517070,""stop"":1775767517461},{""start"":1775767517895,""stop"":1775767518699},{""start"":1775767519174,""stop"":1775767519441},{""start"":1775767523850,""stop"":1775767524611},{""start"":1775767525044,""stop"":1775767526365},{""start"":1775767531774,""stop"":1775767533519},{""start"":1775767533974,""stop"":1775767536509},{""start"":1775767538400,""stop"":1775767539081}]}",4.379,"{""version"":1,""segments"":[{""start"":1775767410868,""stop"":1775767412234},{""start"":1775767416624,""stop"":1775767416747},{""start"":1775767417049,""stop"":1775767417860},{""start"":1775767447566,""stop"":1775767448547},{""start"":1775767451685,""stop"":1775767452783}]}",0,"{""version"":1,""segments"":[]}",0,0,0,0,1,0,0,x,0,2,shot slow and were not able to empty their hopper either shooting period,"were able to intake well, were able to drive well enough to be effective but faced no defense. They shoot really slow,  something wrong with shooter as took 10 seconds to empty hopper","focused on ferrying, were able to ferry with their shooter but did a good job of wrangling fuel with their bumper",469,242,242,red,0,0,None,None,None,0,None,None,None,1,0,0,0,2,None,1,0,44,242,198,0,0
2026pncmp_qm2,qm,1,2,frc4131,frc955,frc4469,frc10079,frc1294,frc3674,frc4131,blue,Cayden W,middle3,0,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Other,0,0,0.201,"{""version"":1,""segments"":[{""start"":1775767401644,""stop"":1775767401845}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,1,1,0,0,-.5,-.5,1,just sat in front of hub,"they pushed fuel into outpost, they tried to play defense on teams the trying to steal fuel but didn't work",pushed fuel,469,242,242,red,0,0,None,None,None,0,None,None,None,1,0,0,0,2,None,1,0,44,242,198,0,0
2026pncmp_qm20,qm,1,20,frc1318,frc1318,frc4061,frc3218,frc4450,frc5937,frc4089,red,Meri H,depotWall1,0,0,0,5.192,"{""version"":1,""segments"":[{""start"":1775778426068,""stop"":1775778429172},{""start"":1775778437410,""stop"":1775778437920},{""start"":1775778438460,""stop"":1775778440038}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,0,18.966,"{""version"":1,""segments"":[{""start"":1775778451765,""stop"":1775778452208},{""start"":1775778452709,""stop"":1775778453361},{""start"":1775778457739,""stop"":1775778459304},{""start"":1775778468982,""stop"":1775778471245},{""start"":1775778472128,""stop"":1775778473508},{""start"":1775778478542,""stop"":1775778479331},{""start"":1775778510983,""stop"":1775778512306},{""start"":1775778517854,""stop"":1775778519714},{""start"":1775778519984,""stop"":1775778520785},{""start"":1775778521923,""stop"":1775778522917},{""start"":1775778523356,""stop"":1775778524825},{""start"":1775778525066,""stop"":1775778525279},{""start"":1775778529345,""stop"":1775778529821},{""start"":1775778557194,""stop"":1775778559481},{""start"":1775778572907,""stop"":1775778574770},{""start"":1775778576682,""stop"":1775778576741},{""start"":1775778576876,""stop"":1775778576936},{""start"":1775778577047,""stop"":1775778577115},{""start"":1775778577204,""stop"":1775778577274},{""start"":1775778577364,""stop"":1775778577434},{""start"":1775778577515,""stop"":1775778577598},{""start"":1775778577677,""stop"":1775778577737},{""start"":1775778577858,""stop"":1775778577905},{""start"":1775778578016,""stop"":1775778578087}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,0,0,0,0,x,.5,1,,there was no defense against them so they were able to shoot freely,"Would just collect fuel, didn't ferry",152,152,505,blue,0,0,None,None,None,0,None,None,None,0,15,0,0,0,None,0,0,25,152,112,0,0
2026pncmp_qm20,qm,1,20,frc4061,frc1318,frc4061,frc3218,frc4450,frc5937,frc4089,red,Maxwell G,middle3,0,0,0,0.631,"{""version"":1,""segments"":[{""start"":1775778446154,""stop"":1775778446339},{""start"":1775778448420,""stop"":1775778448866}]}",0,"{""version"":1,""segments"":[]}",,0,0,4.205,"{""version"":1,""segments"":[{""start"":1775778472927,""stop"":1775778475678},{""start"":1775778568603,""stop"":1775778569558},{""start"":1775778578048,""stop"":1775778578194},{""start"":1775778591191,""stop"":1775778591544}]}",3.117,"{""version"":1,""segments"":[{""start"":1775778520674,""stop"":1775778521609},{""start"":1775778557073,""stop"":1775778557296},{""start"":1775778573306,""stop"":1775778575265}]}",6.202,"{""version"":1,""segments"":[{""start"":1775778489699,""stop"":1775778493966},{""start"":1775778530660,""stop"":1775778532444},{""start"":1775778577728,""stop"":1775778577773},{""start"":1775778591474,""stop"":1775778591580}]}",0,0,0,1,1,0,0,0,.5,2,"Did not have an auto, other than unloading their hopper","Ferried from the opposing area, along with blocking the other team from ferrying from their zone.",ferried from middle and opposing area,152,152,505,blue,0,0,None,None,None,0,None,None,None,0,15,0,0,0,None,0,0,25,152,112,0,0
2026pncmp_qm20,qm,1,20,frc3218,frc1318,frc4061,frc3218,frc4450,frc5937,frc4089,red,Archer B,depotWall1,0,0,0,2.34,"{""version"":1,""segments"":[{""start"":1775778450743,""stop"":1775778453083}]}",1.263,"{""version"":1,""segments"":[{""start"":1775778453243,""stop"":1775778454506}]}",Auto 1,0,0,15.681,"{""version"":1,""segments"":[{""start"":1775778462595,""stop"":1775778462914},{""start"":1775778463308,""stop"":1775778464232},{""start"":1775778464474,""stop"":1775778466598},{""start"":1775778475082,""stop"":1775778478077},{""start"":1775778478899,""stop"":1775778479126},{""start"":1775778488133,""stop"":1775778488278},{""start"":1775778488568,""stop"":1775778488685},{""start"":1775778488844,""stop"":1775778488955},{""start"":1775778489112,""stop"":1775778489251},{""start"":1775778491501,""stop"":1775778492515},{""start"":1775778493110,""stop"":1775778493523},{""start"":1775778497085,""stop"":1775778497278},{""start"":1775778508991,""stop"":1775778509349},{""start"":1775778518072,""stop"":1775778519286},{""start"":1775778526829,""stop"":1775778527858},{""start"":1775778528292,""stop"":1775778528486},{""start"":1775778529354,""stop"":1775778529514},{""start"":1775778533791,""stop"":1775778535483},{""start"":1775778553370,""stop"":1775778553772},{""start"":1775778553937,""stop"":1775778553999},{""start"":1775778554116,""stop"":1775778554164},{""start"":1775778554297,""stop"":1775778554951},{""start"":1775778555309,""stop"":1775778556214},{""start"":1775778556959,""stop"":1775778557201}]}",10.427,"{""version"":1,""segments"":[{""start"":1775778510447,""stop"":1775778517112},{""start"":1775778520501,""stop"":1775778521881},{""start"":1775778522496,""stop"":1775778523869},{""start"":1775778524358,""stop"":1775778524752},{""start"":1775778524799,""stop"":1775778524918},{""start"":1775778525242,""stop"":1775778525511},{""start"":1775778525628,""stop"":1775778525739},{""start"":1775778525884,""stop"":1775778526000}]}",0,"{""version"":1,""segments"":[]}",0,0,0,0,0,0,0,x,0,2,shot some in got more then shot those in ,shot lots of fuel into they're hub,ferried using hopper,152,152,505,blue,0,0,None,None,None,0,None,None,None,0,15,0,0,0,None,0,0,25,152,112,0,0
2026pncmp_qm20,qm,1,20,frc4450,frc1318,frc4061,frc3218,frc4450,frc5937,frc4089,blue,Gabriel D,middle3,0,0,0,5.407,"{""version"":1,""segments"":[{""start"":1775778425073,""stop"":1775778427748},{""start"":1775778435867,""stop"":1775778438599}]}",0,"{""version"":1,""segments"":[]}",,0,0,32.504,"{""version"":1,""segments"":[{""start"":1775778482065,""stop"":1775778490248},{""start"":1775778497097,""stop"":1775778500593},{""start"":1775778537928,""stop"":1775778547056},{""start"":1775778555762,""stop"":1775778556919},{""start"":1775778557248,""stop"":1775778558975},{""start"":1775778574630,""stop"":1775778583372},{""start"":1775778589185,""stop"":1775778589256}]}",28.555,"{""version"":1,""segments"":[{""start"":1775778465476,""stop"":1775778478870},{""start"":1775778503395,""stop"":1775778505660},{""start"":1775778517217,""stop"":1775778523770},{""start"":1775778525221,""stop"":1775778528934},{""start"":1775778579055,""stop"":1775778581685}]}",0,"{""version"":1,""segments"":[]}",0,0,0,0,0,0,0,x,0,1,"Fairly effective, scored some balls but didn't intake much ","Consistent shooter, scored most of the point on the alliance","Focused on intaking, was able to hold a lot of fuel",152,505,505,blue,0,0,None,None,None,0,None,None,None,1,0,0,0,3,None,5,1,87,505,418,0,0
2026pncmp_qm20,qm,1,20,frc5937,frc1318,frc4061,frc3218,frc4450,frc5937,frc4089,blue,naman p,depotWall1,1,0,0,6.267,"{""version"":1,""segments"":[{""start"":1775778432437,""stop"":1775778434812},{""start"":1775778435699,""stop"":1775778435957},{""start"":1775778442387,""stop"":1775778446021}]}",0,"{""version"":1,""segments"":[]}",,0,0,41.632,"{""version"":1,""segments"":[{""start"":1775778458496,""stop"":1775778459966},{""start"":1775778483801,""stop"":1775778490980},{""start"":1775778491294,""stop"":1775778493578},{""start"":1775778494853,""stop"":1775778497238},{""start"":1775778498472,""stop"":1775778498898},{""start"":1775778500742,""stop"":1775778500803},{""start"":1775778501439,""stop"":1775778501510},{""start"":1775778502038,""stop"":1775778502153},{""start"":1775778502636,""stop"":1775778502842},{""start"":1775778506608,""stop"":1775778506885},{""start"":1775778507483,""stop"":1775778507796},{""start"":1775778508332,""stop"":1775778508614},{""start"":1775778509841,""stop"":1775778510008},{""start"":1775778534457,""stop"":1775778546684},{""start"":1775778546927,""stop"":1775778547792},{""start"":1775778549332,""stop"":1775778551802},{""start"":1775778555032,""stop"":1775778557877},{""start"":1775778562082,""stop"":1775778563092},{""start"":1775778576131,""stop"":1775778579260},{""start"":1775778579530,""stop"":1775778579867},{""start"":1775778580375,""stop"":1775778580939},{""start"":1775778584065,""stop"":1775778584434},{""start"":1775778585046,""stop"":1775778585223},{""start"":1775778585491,""stop"":1775778586262},{""start"":1775778586699,""stop"":1775778587520},{""start"":1775778588268,""stop"":1775778588965},{""start"":1775778589749,""stop"":1775778589863}]}",15.362,"{""version"":1,""segments"":[{""start"":1775778465500,""stop"":1775778468945},{""start"":1775778469306,""stop"":1775778470543},{""start"":1775778472868,""stop"":1775778473694},{""start"":1775778474162,""stop"":1775778476563},{""start"":1775778514935,""stop"":1775778522388}]}",0,"{""version"":1,""segments"":[]}",0,0,0,0,0,0,0,x,.5,1,"great auto and even as they hit an alliance partner, they corrected themselves ","long, sustained shooting and they played very well against defense",they were very good at ferrying,152,505,505,blue,0,0,None,None,None,0,None,None,None,1,0,0,0,3,None,5,1,87,505,418,0,0
2026pncmp_qm20,qm,1,20,frc4089,frc1318,frc4061,frc3218,frc4450,frc5937,frc4089,blue,Hendrix D,outpostWall5,0,0,0,4.829,"{""version"":1,""segments"":[{""start"":1775778429518,""stop"":1775778434177},{""start"":1775778435372,""stop"":1775778435542}]}",0,"{""version"":1,""segments"":[]}",Auto 3,0,0,34.2,"{""version"":1,""segments"":[{""start"":1775778453118,""stop"":1775778458689},{""start"":1775778464449,""stop"":1775778464600},{""start"":1775778467458,""stop"":1775778468028},{""start"":1775778469626,""stop"":1775778470957},{""start"":1775778483484,""stop"":1775778483666},{""start"":1775778486083,""stop"":1775778488375},{""start"":1775778491643,""stop"":1775778492773},{""start"":1775778499291,""stop"":1775778502188},{""start"":1775778504736,""stop"":1775778504744},{""start"":1775778507373,""stop"":1775778507435},{""start"":1775778508471,""stop"":1775778508481},{""start"":1775778509128,""stop"":1775778509137},{""start"":1775778540272,""stop"":1775778543999},{""start"":1775778544489,""stop"":1775778544754},{""start"":1775778545538,""stop"":1775778547762},{""start"":1775778548886,""stop"":1775778548987},{""start"":1775778555810,""stop"":1775778559721},{""start"":1775778560374,""stop"":1775778563699},{""start"":1775778573569,""stop"":1775778575280},{""start"":1775778575943,""stop"":1775778578193},{""start"":1775778584959,""stop"":1775778587373},{""start"":1775778588150,""stop"":1775778588190},{""start"":1775778589197,""stop"":1775778589207},{""start"":1775778590150,""stop"":1775778590159}]}",7.611,"{""version"":1,""segments"":[{""start"":1775778471721,""stop"":1775778474220},{""start"":1775778474869,""stop"":1775778475687},{""start"":1775778483075,""stop"":1775778483254},{""start"":1775778484231,""stop"":1775778484817},{""start"":1775778514430,""stop"":1775778515278},{""start"":1775778522429,""stop"":1775778525110}]}",0,"{""version"":1,""segments"":[]}",0,0,0,0,0,1,0,0,.5,3,got stuck on their second pass,"were an effective scorer, able to be shooting for most of their alliance period and shoot quickly, had a effective intake, were able to be where they needed to be","focused on ferrying, were able to ferry with the shooter, moved groups of fuel with their bumper, did steal some fuel front he opposing alliance and slow them down a decent amount",152,505,505,blue,0,0,None,None,None,0,None,None,None,1,0,0,0,3,None,5,1,87,505,418,0,0
2026pncmp_qm21,qm,1,21,frc9023,frc9023,frc1294,frc4488,frc8051,frc10416,frc997,red,,depotWall1,0,0,0,6.34,"{""version"":1,""segments"":[{""start"":1775778927424,""stop"":1775778931717},{""start"":1775778939547,""stop"":1775778941594}]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,0,24.279,"{""version"":1,""segments"":[{""start"":1775778981243,""stop"":1775778983977},{""start"":1775778984400,""stop"":1775778986450},{""start"":1775778986850,""stop"":1775778988519},{""start"":1775778996219,""stop"":1775779000085},{""start"":1775779001525,""stop"":1775779002071},{""start"":1775779037411,""stop"":1775779041481},{""start"":1775779050458,""stop"":1775779055238},{""start"":1775779064823,""stop"":1775779067844},{""start"":1775779083573,""stop"":1775779085116}]}",10.783,"{""version"":1,""segments"":[{""start"":1775778958822,""stop"":1775778961725},{""start"":1775778962065,""stop"":1775778962315},{""start"":1775778963046,""stop"":1775778967753},{""start"":1775779012538,""stop"":1775779013094},{""start"":1775779021452,""stop"":1775779023819}]}",1.247,"{""version"":1,""segments"":[{""start"":1775778976054,""stop"":1775778977022},{""start"":1775779026868,""stop"":1775779027147}]}",0,0,0,0,0,0,0,x,1,3,,"Were pushed around by opponent defense bot, but were still able to shoot with a good accuracy",Ferried from opponent zone and neutral zone,268,268,122,red,0,0,None,None,None,0,None,None,None,1,0,0,0,1,None,4,0,94,268,174,0,0
2026pncmp_qm21,qm,1,21,frc1294,frc9023,frc1294,frc4488,frc8051,frc10416,frc997,red,Maxwell G,middle3,0,0,0,0.864,"{""version"":1,""segments"":[{""start"":1775778928944,""stop"":1775778929808}]}",0,"{""version"":1,""segments"":[]}",,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",4.79,"{""version"":1,""segments"":[{""start"":1775778991504,""stop"":1775778992564},{""start"":1775779015986,""stop"":1775779016192},{""start"":1775779025057,""stop"":1775779028411},{""start"":1775779031692,""stop"":1775779031862}]}",0.4,0,0,0,1,1,1,.5,0,2,No auto besides unloading,Ferried fuel and defended from being ferried,"Prevented the opposing team by leaving their side with lots less fuel, and ferried to red.",268,268,122,red,0,0,None,None,None,0,None,None,None,1,0,0,0,1,None,4,0,94,268,174,0,0
2026pncmp_qm21,qm,1,21,frc4488,frc9023,frc1294,frc4488,frc8051,frc10416,frc997,red,Archer B,outpostWall5,0,0,0,3.643,"{""version"":1,""segments"":[{""start"":1775778940555,""stop"":1775778943179},{""start"":1775778943223,""stop"":1775778944242}]}",0.127,"{""version"":1,""segments"":[{""start"":1775778964676,""stop"":1775778964757},{""start"":1775778965062,""stop"":1775778965108}]}",Other,0,46.700000000000394,3.854,"{""version"":1,""segments"":[{""start"":1775778991158,""stop"":1775778994198},{""start"":1775778998010,""stop"":1775778998220},{""start"":1775779025208,""stop"":1775779025596},{""start"":1775779075232,""stop"":1775779075448}]}",10.641,"{""version"":1,""segments"":[{""start"":1775779014918,""stop"":1775779016704},{""start"":1775779017223,""stop"":1775779017401},{""start"":1775779017706,""stop"":1775779018243},{""start"":1775779019146,""stop"":1775779019368},{""start"":1775779019566,""stop"":1775779019767},{""start"":1775779019813,""stop"":1775779020037},{""start"":1775779020126,""stop"":1775779020327},{""start"":1775779021776,""stop"":1775779022444},{""start"":1775779026093,""stop"":1775779026727},{""start"":1775779026905,""stop"":1775779026974},{""start"":1775779027104,""stop"":1775779027194},{""start"":1775779027344,""stop"":1775779027425},{""start"":1775779027544,""stop"":1775779027634},{""start"":1775779027743,""stop"":1775779028323},{""start"":1775779030194,""stop"":1775779034791},{""start"":1775779077410,""stop"":1775779077615},{""start"":1775779083910,""stop"":1775779084188}]}",0,"{""version"":1,""segments"":[]}",0,0,0,0,0,0,0,x,.5,2,shot some in got mor shot those in then auto ended ,bar on intake got broken so they could only push balls into the outpost,ferried,268,268,122,red,0,0,None,None,None,0,None,None,None,1,0,0,0,1,None,4,0,94,268,174,0,0
2026pncmp_qm21,qm,1,21,frc8051,frc9023,frc1294,frc4488,frc8051,frc10416,frc997,blue,Gabriel D,outpostWall5,0,0,0,7.268,"{""version"":1,""segments"":[{""start"":1775778926459,""stop"":1775778928133},{""start"":1775778932581,""stop"":1775778935637},{""start"":1775778941733,""stop"":1775778944271}]}",8.271,"{""version"":1,""segments"":[{""start"":1775778928295,""stop"":1775778932300},{""start"":1775778937308,""stop"":1775778941574}]}",,0,0,17.6,"{""version"":1,""segments"":[{""start"":1775778963435,""stop"":1775778964162},{""start"":1775778969819,""stop"":1775778974185},{""start"":1775779011510,""stop"":1775779012019},{""start"":1775779013328,""stop"":1775779015276},{""start"":1775779020148,""stop"":1775779021756},{""start"":1775779027827,""stop"":1775779030635},{""start"":1775779075694,""stop"":1775779080209},{""start"":1775779085203,""stop"":1775779086322}]}",18.241,"{""version"":1,""segments"":[{""start"":1775778952976,""stop"":1775778962914},{""start"":1775778998325,""stop"":1775779003194},{""start"":1775779005671,""stop"":1775779005701},{""start"":1775779005799,""stop"":1775779008486},{""start"":1775779035042,""stop"":1775779035759}]}",27.063,"{""version"":1,""segments"":[{""start"":1775779041118,""stop"":1775779068181}]}",0,0,0,0,0,1,1,0,0,1,"Intaked just 4-5 balls each time it went to neutral zone, not optimized ","Consistent shooting, scored most of the points, got stuck on top of a ball",Played defense and intaked,268,122,122,red,0,0,None,None,None,0,None,None,None,0,5,0,0,0,None,0,0,50,122,67,0,0
2026pncmp_qm21,qm,1,21,frc10416,frc9023,frc1294,frc4488,frc8051,frc10416,frc997,blue,naman p,depot2,0,0,0,5.311,"{""version"":1,""segments"":[{""start"":1775778939272,""stop"":1775778944093},{""start"":1775778944802,""stop"":1775778945292}]}",0,"{""version"":1,""segments"":[]}",,0,0,4.908,"{""version"":1,""segments"":[{""start"":1775778968950,""stop"":1775778973165},{""start"":1775778984616,""stop"":1775778985015},{""start"":1775778985472,""stop"":1775778985766}]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,0,0,0,0,x,0,1,great auto that intakes from both depot and human player station not interfering with other robots,were decent at shooting and mediocre against defense,"they were effective at ""sweeping"" balls into their zone",268,122,122,red,0,0,None,None,None,0,None,None,None,0,5,0,0,0,None,0,0,50,122,67,0,0
2026pncmp_qm21,qm,1,21,frc997,frc9023,frc1294,frc4488,frc8051,frc10416,frc997,blue,Hendrix D,depotWall1,1,0,0,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",Auto 1,0,8.499999999999986,0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,"{""version"":1,""segments"":[]}",0,0,0,1,0,1,1,0,0,1,"blocked by another bot, got no fuel","were not able to shoot as shooter was not working, initially confused why to do then transitioned to defense, had some confusion when no robots to defend","did a decent job of defending, slowed down the opposing alliance on intaking and crossing the bump, but did not affect the already shooting robots that much",268,122,122,red,0,0,None,None,None,0,None,None,None,0,5,0,0,0,None,0,0,50,122,67,0,0
2026pncmp_qm22,qm,1,22,frc4512,frc4512,frc8896,frc753,frc1983,frc957,frc1595,red,Meri H,outpostWall5,0,0,0,6.998,"{""version"":1,""segments"":[{""start"":1775779459015,""stop"":1775779459751},{""start"":1775779462935,""stop"":1775779464311},{""start"":1775779465065,""stop"":1775779466413},{""start"":1775779473764,""stop"":1775779475991},{""start"":1775779476291,""stop"":1775779477602}]}",0,"{""version"":1,""segments"":[]}",Auto 1,1,0,16.699,"{""version"":1,""segments"":[{""start"":1775779507870,""stop"":1775779508057},{""start"":1775779510330,""stop"":1775779510577},{""start"":1775779512610,""stop"":1775779512854},{""start"":1775779518089,""stop"":1775779518361},{""start"":1775779518483,""stop"":1775779519980},{""start"":1775779525697,""stop"":1775779527282},{""start"":1775779535406,""stop"":1775779536716},{""start"":1775779540225,""stop"":1775779541311},{""start"":1775779570101,""stop"":1775779570721},{""start"":1775779579080,""stop"":1775779579449},{""start"":1775779579769,""stop"":1775779581086},{""start"":1775779581606,""stop"":1775779583481},{""start"":1775779583872,""stop"":1775779584444},{""start"":1775779584825,""stop"":1775779584904},{""start"":1775779585073,""stop"":1775779585121},{""start"":1775779585284,""stop"":1775779585342},{""start"":1775779585515,""stop"":1775779585564},{""start"":1775779585755,""stop"":1775779585803},{""start"":1775779592504,""stop"":1775779593204},{""start"":1775779600106,""stop"":1775779601390},{""start"":1775779602183,""stop"":1775779602723},{""start"":1775779613807,""stop"":1775779613944},{""start"":1775779614037,""stop"":1775779615219},{""start"":1775779620614,""stop"":1775779621699},{""start"":1775779623952,""stop"":1775779623997},{""start"":1775779624112,""stop"":1775779624158},{""start"":1775779624249,""stop"":1775779624297},{""start"":1775779624400,""stop"":1775779624437},{""start"":1775779624551,""stop"":1775779624597},{""start"":1775779624725,""stop"":1775779624772},{""start"":1775779624887,""stop"":1775779624926}]}",1.016,"{""version"":1,""segments"":[{""start"":1775779549175,""stop"":1775779550191}]}",0,"{""version"":1,""segments"":[]}",0,0,0,0,0,0,0,x,.5,2,Slightly ran into the hub wall in auto.,"Had difficulties intaking, hopper was never full, cycles were short because of this",Just collected fuel during inactive,198,198,217,blue,0,0,None,None,None,0,None,None,None,0,0,0,1,0,None,0,0,58,198,140,0,0
2026pncmp_qm22,qm,1,22,frc8896,frc4512,frc8896,frc753,frc1983,frc957,frc1595,red,Maxwell G,middle3,0,0,0,2.399,"{""version"":1,""segments"":[{""start"":1775779467791,""stop"":1775779470190}]}",0,"{""version"":1,""segments"":[]}",,0,0,0,"{""version"":1,""segments"":[]}",1.045,"{""version"":1,""segments"":[{""start"":1775779534604,""stop"":1775779535649}]}",0,"{""version"":1,""segments"":[]}",0,0,0,1,0,1,0,1,0,1,Shot loaded,Defended opponents stockpiling,Prevented enemies from scoring as much,198,198,217,blue,0,0,None,None,None,0,None,None,None,0,0,0,1,0,None,0,0,58,198,140,0,0
